587,2762,5.0
588,4995,5.0
598,899,5.0
600,899,5.0
600,953,5.0
600,1302,5.0
600,2762,5.0
605,2762,5.0
605,4995,5.0
609,5952,5.0
614,5952,5.0
617,2762,5.0
628,4995,5.0
628,5952,5.0
630,5952,5.0
631,953,5.0
633,4995,5.0
635,899,5.0
635,953,5.0
635,2762,5.0
635,5952,5.0
637,5952,5.0
643,2762,5.0
646,2762,5.0
648,1302,5.0
651,2762,5.0
652,953,5.0
654,899,5.0
658,1302,5.0
663,953,5.0
663,3095,5.0
664,2762,5.0
671,2762,5.0
676,2762,5.0
678,1302,5.0
685,953,5.0
694,899,5.0
701,4995,5.0
702,1172,5.0
709,2762,5.0
710,899,5.0
710,5952,5.0
715,2762,5.0
717,2762,5.0
717,5952,5.0
727,1302,5.0
727,2762,5.0
737,4995,5.0
741,1172,5.0
741,4995,5.0
741,5952,5.0
744,5952,5.0
748,5952,5.0
752,2762,5.0
753,5952,5.0
756,1172,5.0
772,5952,5.0
774,899,5.0
775,953,5.0
775,5952,5.0
779,5952,5.0
780,5952,5.0
788,2762,5.0
790,2762,5.0
792,953,5.0
793,953,5.0
797,2762,5.0
802,2762,5.0
802,4995,5.0
810,2762,5.0
812,953,5.0
812,1172,5.0
812,2762,5.0
822,5952,5.0
824,953,5.0
829,4995,5.0
829,5952,5.0
835,4995,5.0
847,1172,5.0
847,1302,5.0
852,953,5.0
853,953,5.0
853,1172,5.0
863,2762,5.0
867,5952,5.0
868,4995,5.0
883,899,5.0
888,1302,5.0
889,5952,5.0
892,953,5.0
892,1172,5.0
892,2762,5.0
897,2762,5.0
898,953,5.0
898,2762,5.0
900,2762,5.0
900,5952,5.0
910,953,5.0
919,4995,5.0
927,1172,5.0
929,899,5.0
929,2762,5.0
933,5952,5.0
935,953,5.0
936,2762,5.0
948,5952,5.0
964,5952,5.0
964,91529,5.0
969,2762,5.0
969,5952,5.0
971,2762,5.0
973,953,5.0
973,5952,5.0
978,899,5.0
979,5952,5.0
979,91529,5.0
981,2762,5.0
981,5952,5.0
985,5952,5.0
987,953,5.0
994,2762,5.0
998,953,5.0
998,4995,5.0
1000,5952,5.0
1003,5952,5.0
1007,953,5.0
1011,5952,5.0
1020,5952,5.0
1021,2762,5.0
1030,899,5.0
1030,3095,5.0
1041,2762,5.0
1042,1302,5.0
1042,2762,5.0
1042,4995,5.0
1050,1172,5.0
1056,2762,5.0
1060,953,5.0
1060,2762,5.0
1072,2762,5.0
1074,5952,5.0
1089,5952,5.0
1090,1302,5.0
1093,2762,5.0
1095,899,5.0
1095,1302,5.0
1095,2762,5.0
1096,899,5.0
1111,2762,5.0
1122,899,5.0
1127,4995,5.0
1128,1172,5.0
1135,953,5.0
1135,1302,5.0
1135,2762,5.0
1135,3095,5.0
1140,899,5.0
1140,953,5.0
1141,1172,5.0
1141,4995,5.0
1150,5952,5.0
1155,953,5.0
1157,4995,5.0
1159,2762,5.0
1165,1172,5.0
1166,4995,5.0
1166,5952,5.0
1169,2762,5.0
1187,899,5.0
1190,2762,5.0
1198,899,5.0
1198,2762,5.0
1199,5952,5.0
1200,5952,5.0
1210,1172,5.0
1213,953,5.0
1216,899,5.0
1216,2762,5.0
1222,3095,5.0
1224,4995,5.0
1232,2762,5.0
1233,2762,5.0
1233,5952,5.0
1234,1172,5.0
1235,1172,5.0
1242,2762,5.0
1246,5952,5.0
1252,5952,5.0
1267,2762,5.0
1272,2762,5.0
1273,5952,5.0
1274,899,5.0
1282,5952,5.0
1288,2762,5.0
1288,4995,5.0
1295,899,5.0
1299,2762,5.0
1300,5952,5.0
1301,899,5.0
1307,899,5.0
1309,899,5.0
1309,953,5.0
1309,1172,5.0
1309,1302,5.0
1309,3095,5.0
1311,5952,5.0
1312,899,5.0
1312,953,5.0
1326,899,5.0
1326,953,5.0
1326,1302,5.0
1334,5952,5.0
1338,953,5.0
1338,1302,5.0
1338,2762,5.0
1340,5952,5.0
1343,5952,5.0
1345,2762,5.0
1350,953,5.0
1350,2762,5.0
1351,2762,5.0
1352,2762,5.0
1358,899,5.0
1361,2762,5.0
1363,2762,5.0
1370,5952,5.0
1372,2762,5.0
1374,5952,5.0
1376,953,5.0
1376,2762,5.0
1376,4995,5.0
1376,5952,5.0
1377,5952,5.0
1378,2762,5.0
1381,1172,5.0
1382,953,5.0
1383,899,5.0
1383,2762,5.0
1384,5952,5.0
1386,1172,5.0
1387,2762,5.0
1395,4995,5.0
1398,4995,5.0
1411,4995,5.0
1419,2762,5.0
1420,3095,5.0
1427,5952,5.0
1430,1172,5.0
1432,4995,5.0
1436,1302,5.0
1437,953,5.0
1454,5952,5.0
1456,5952,5.0
1457,1302,5.0
1459,1172,5.0
1459,1302,5.0
1481,5952,5.0
1489,2762,5.0
1489,5952,5.0
1495,5952,5.0
1496,4995,5.0
1501,2762,5.0
1503,4995,5.0
1507,953,5.0
1508,1172,5.0
1510,1172,5.0
1516,5952,5.0
1518,5952,5.0
1518,91529,5.0
1528,5952,5.0
1532,2762,5.0
1537,2762,5.0
1547,953,5.0
1548,2762,5.0
1555,953,5.0
1555,1172,5.0
1558,899,5.0
1560,953,5.0
1560,5952,5.0
1565,899,5.0
1584,2762,5.0
1584,4995,5.0
1584,5952,5.0
1588,5952,5.0
1596,5952,5.0
1606,2762,5.0
1608,953,5.0
1608,2762,5.0
1609,5952,5.0
1611,953,5.0
1614,5952,5.0
1620,2762,5.0
1620,5952,5.0
1621,2762,5.0
1626,1172,5.0
1627,5952,5.0
1633,899,5.0
1641,953,5.0
1653,953,5.0
1653,2762,5.0
1653,3095,5.0
1653,4995,5.0
1662,4995,5.0
1665,4995,5.0
1665,5952,5.0
1667,899,5.0
1684,5952,5.0
1686,1302,5.0
1689,953,5.0
1689,2762,5.0
1705,91529,5.0
1710,4995,5.0
1711,5952,5.0
1715,899,5.0
1715,5952,5.0
1716,5952,5.0
1728,2762,5.0
1729,953,5.0
1732,5952,5.0
1735,2762,5.0
1736,5952,5.0
1737,2762,5.0
1748,5952,5.0
1750,1172,5.0
1751,5952,5.0
1755,899,5.0
1755,2762,5.0
1756,1172,5.0
1763,3095,5.0
1763,5952,5.0
1772,2762,5.0
1772,3095,5.0
1776,2762,5.0
1778,3095,5.0
1789,1172,5.0
1803,5952,5.0
1804,91529,5.0
1805,5952,5.0
1806,5952,5.0
1810,5952,5.0
1811,5952,5.0
1813,953,5.0
1814,899,5.0
1815,5952,5.0
1829,1302,5.0
1829,5952,5.0
1829,91529,5.0
1832,2762,5.0
1838,5952,5.0
1840,5952,5.0
1851,899,5.0
1855,2762,5.0
1859,1172,5.0
1861,5952,5.0
1865,4995,5.0
1868,1302,5.0
1876,5952,5.0
1879,2762,5.0
1883,5952,5.0
1883,91529,5.0
1885,5952,5.0
1888,2762,5.0
1899,953,5.0
1903,5952,5.0
1908,899,5.0
1910,1172,5.0
1911,1172,5.0
1913,2762,5.0
1914,2762,5.0
1918,2762,5.0
1919,899,5.0
1919,953,5.0
1922,4995,5.0
1930,5952,5.0
1937,899,5.0
1937,2762,5.0
1941,2762,5.0
1952,1302,5.0
1954,5952,5.0
1963,953,5.0
1963,1302,5.0
1966,953,5.0
1966,1172,5.0
1966,5952,5.0
1968,91529,5.0
1969,1302,5.0
1972,953,5.0
1972,2762,5.0
1976,899,5.0
1980,953,5.0
1980,1172,5.0
1980,2762,5.0
1986,1172,5.0
1986,2762,5.0
1987,5952,5.0
1997,5952,5.0
1999,2762,5.0
2000,899,5.0
2002,2762,5.0
2005,953,5.0
2005,1302,5.0
2008,899,5.0
2010,2762,5.0
2010,4995,5.0
2015,2762,5.0
2015,5952,5.0
2021,1172,5.0
2034,2762,5.0
2034,4995,5.0
2034,5952,5.0
2036,1172,5.0
2036,2762,5.0
2047,5952,5.0
2064,1172,5.0
2067,2762,5.0
2068,4995,5.0
2070,5952,5.0
2071,2762,5.0
2072,2762,5.0
2077,2762,5.0
2080,3095,5.0
2082,2762,5.0
2082,5952,5.0
2091,5952,5.0
2099,5952,5.0
2104,2762,5.0
2106,4995,5.0
2107,5952,5.0
2109,953,5.0
2109,2762,5.0
2114,5952,5.0
2127,1172,5.0
2136,4995,5.0
2137,5952,5.0
2143,899,5.0
2153,2762,5.0
2157,2762,5.0
2157,5952,5.0
2158,953,5.0
2159,899,5.0
2159,1172,5.0
2165,2762,5.0
2167,953,5.0
2168,5952,5.0
2170,5952,5.0
2171,899,5.0
2171,953,5.0
2171,1172,5.0
2172,2762,5.0
2174,953,5.0
2174,1302,5.0
2175,5952,5.0
2180,953,5.0
2180,1172,5.0
2181,4995,5.0
2184,2762,5.0
2189,91529,5.0
2201,4995,5.0
2202,2762,5.0
2202,4995,5.0
2203,5952,5.0
2207,5952,5.0
2210,953,5.0
2210,2762,5.0
2210,5952,5.0
2215,2762,5.0
2226,953,5.0
2228,953,5.0
2235,5952,5.0
2239,2762,5.0
2239,5952,5.0
2241,5952,5.0
2243,899,5.0
2252,2762,5.0
2259,2762,5.0
2269,953,5.0
2269,7218,5.0
2273,1172,5.0
2275,5952,5.0
2295,5952,5.0
2301,1302,5.0
2301,4995,5.0
2301,5952,5.0
2302,1302,5.0
2311,1172,5.0
2311,2762,5.0
2311,3095,5.0
2322,5952,5.0
2333,5952,5.0
2337,953,5.0
2337,1172,5.0
2340,4995,5.0
2343,2762,5.0
2343,5952,5.0
2344,5952,5.0
2345,5952,5.0
2349,899,5.0
2349,5952,5.0
2352,1302,5.0
2360,953,5.0
2362,2762,5.0
2362,5952,5.0
2378,2762,5.0
2380,2762,5.0
2382,2762,5.0
2387,899,5.0
2389,953,5.0
2393,2762,5.0
2393,5952,5.0
2394,2762,5.0
2394,4995,5.0
2394,5952,5.0
2395,953,5.0
2405,5952,5.0
2408,5952,5.0
2420,899,5.0
2420,3095,5.0
2423,953,5.0
2423,4995,5.0
2423,5952,5.0
2423,91529,5.0
2428,2762,5.0
2433,953,5.0
2436,899,5.0
2452,5952,5.0
2456,5952,5.0
2463,899,5.0
2464,5952,5.0
2465,5952,5.0
2468,953,5.0
2473,5952,5.0
2481,2762,5.0
2484,2762,5.0
2484,4995,5.0
2484,5952,5.0
2507,3095,5.0
2509,2762,5.0
2514,899,5.0
2514,1172,5.0
2514,2762,5.0
2519,3095,5.0
2539,2762,5.0
2542,5952,5.0
2549,2762,5.0
2555,899,5.0
2556,1172,5.0
2558,953,5.0
2558,5952,5.0
2560,5952,5.0
2561,5952,5.0
2563,2762,5.0
2565,899,5.0
2567,5952,5.0
2571,5952,5.0
2573,899,5.0
2573,953,5.0
2573,5952,5.0
2581,2762,5.0
2581,4995,5.0
2591,5952,5.0
2605,2762,5.0
2606,5952,5.0
2620,5952,5.0
2633,1302,5.0
2639,5952,5.0
2640,899,5.0
2640,953,5.0
2640,1302,5.0
2645,2762,5.0
2657,5952,5.0
2662,2762,5.0
2663,4995,5.0
2663,5952,5.0
2664,953,5.0
2670,4995,5.0
2670,5952,5.0
2683,5952,5.0
2684,5952,5.0
2691,4995,5.0
2698,2762,5.0
2703,2762,5.0
2711,1172,5.0
2712,2762,5.0
2712,4995,5.0
2713,2762,5.0
2714,2762,5.0
2718,2762,5.0
2720,953,5.0
2728,4995,5.0
2730,2762,5.0
2731,4995,5.0
2732,1172,5.0
2734,899,5.0
2736,899,5.0
2739,2762,5.0
2741,899,5.0
2750,5952,5.0
2755,953,5.0
2755,1302,5.0
2756,899,5.0
2757,899,5.0
2757,953,5.0
2757,1172,5.0
2759,953,5.0
2759,5952,5.0
2760,2762,5.0
2762,899,5.0
2762,953,5.0
2762,3095,5.0
2764,953,5.0
2764,2762,5.0
2769,5952,5.0
2771,5952,5.0
2777,1172,5.0
2777,1302,5.0
2780,899,5.0
2786,4995,5.0
2791,4995,5.0
2793,5952,5.0
2802,953,5.0
2804,953,5.0
2805,2762,5.0
2806,4995,5.0
2812,2762,5.0
2812,5952,5.0
2813,953,5.0
2813,1172,5.0
2819,4995,5.0
2822,2762,5.0
2822,4995,5.0
2823,2762,5.0
2830,953,5.0
2834,4995,5.0
2839,953,5.0
2840,1172,5.0
2845,899,5.0
2852,2762,5.0
2856,4995,5.0
2857,2762,5.0
2860,953,5.0
2866,1172,5.0
2866,2762,5.0
2868,1172,5.0
2868,5952,5.0
2876,899,5.0
2876,953,5.0
2876,2762,5.0
2877,4995,5.0
2877,5952,5.0
2880,2762,5.0
2881,2762,5.0
2894,5952,5.0
2899,2762,5.0
2905,953,5.0
2905,2762,5.0
2905,4995,5.0
2905,5952,5.0
2905,91529,5.0
2911,2762,5.0
2915,953,5.0
2915,1172,5.0
2915,1302,5.0
2916,2762,5.0
2916,5952,5.0
2920,1302,5.0
2930,1302,5.0
2933,4995,5.0
2937,953,5.0
2942,953,5.0
2942,1302,5.0
2942,2762,5.0
2945,5952,5.0
2947,2762,5.0
2948,5952,5.0
2950,953,5.0
2950,2762,5.0
2950,4995,5.0
2955,2762,5.0
2955,4995,5.0
2955,5952,5.0
2963,4995,5.0
2982,899,5.0
2982,953,5.0
2983,1172,5.0
2988,2762,5.0
2988,5952,5.0
2992,4995,5.0
2993,953,5.0
2993,2762,5.0
2993,5952,5.0
3000,953,5.0
3000,1172,5.0
3001,2762,5.0
3008,5952,5.0
3020,899,5.0
3021,1172,5.0
3021,1302,5.0
3024,899,5.0
3039,899,5.0
3040,953,5.0
3047,2762,5.0
3050,2762,5.0
3061,5952,5.0
3070,91529,5.0
3081,5952,5.0
3083,5952,5.0
3086,899,5.0
3086,953,5.0
3086,2762,5.0
3086,5952,5.0
3087,953,5.0
3089,4995,5.0
3092,953,5.0
3094,5952,5.0
3096,2762,5.0
3097,5952,5.0
3101,2762,5.0
3102,2762,5.0
3117,4995,5.0
3117,5952,5.0
3122,5952,5.0
3146,2762,5.0
3146,5952,5.0
3149,2762,5.0
3149,5952,5.0
3152,953,5.0
3157,899,5.0
3157,2762,5.0
3170,1302,5.0
3170,5952,5.0
3172,953,5.0
3179,953,5.0
3182,5952,5.0
3184,1172,5.0
3185,1172,5.0
3186,5952,5.0
3187,3095,5.0
3195,953,5.0
3197,899,5.0
3197,2762,5.0
3197,5952,5.0
3201,953,5.0
3204,2762,5.0
3205,5952,5.0
3205,91529,5.0
3206,4995,5.0
3207,1172,5.0
3207,2762,5.0
3210,5952,5.0
3212,2762,5.0
3212,5952,5.0
3219,4995,5.0
3219,5952,5.0
3228,953,5.0
3228,1302,5.0
3241,899,5.0
3241,2762,5.0
3242,2762,5.0
3243,5952,5.0
3244,899,5.0
3249,2762,5.0
3250,2762,5.0
3251,5952,5.0
3252,1172,5.0
3253,2762,5.0
3255,5952,5.0
3259,1302,5.0
3260,953,5.0
3260,1302,5.0
3260,2762,5.0
3264,953,5.0
3265,1172,5.0
3269,1172,5.0
3269,2762,5.0
3269,4995,5.0
3269,5952,5.0
3272,5952,5.0
3275,1172,5.0
3275,2762,5.0
3275,5952,5.0
3279,953,5.0
3281,1302,5.0
3282,91529,5.0
3284,899,5.0
3289,1172,5.0
3289,1302,5.0
3289,5952,5.0
3294,2762,5.0
3296,899,5.0
3318,4995,5.0
3318,5952,5.0
3320,1172,5.0
3326,4995,5.0
3329,5952,5.0
3330,5952,5.0
3335,2762,5.0
3351,5952,5.0
3353,5952,5.0
3361,5952,5.0
3362,5952,5.0
3369,3095,5.0
3376,899,5.0
3381,4995,5.0
3386,91529,5.0
3391,2762,5.0
3398,2762,5.0
3400,953,5.0
3402,953,5.0
3402,5952,5.0
3406,2762,5.0
3414,4995,5.0
3416,2762,5.0
3419,953,5.0
3419,2762,5.0
3428,2762,5.0
3437,1172,5.0
3438,91529,5.0
3441,899,5.0
3446,91529,5.0
3457,899,5.0
3457,1172,5.0
3458,2762,5.0
3461,2762,5.0
3461,5952,5.0
3463,2762,5.0
3467,2762,5.0
3472,953,5.0
3475,5952,5.0
3478,5952,5.0
3479,5952,5.0
3486,5952,5.0
3491,899,5.0
3491,5952,5.0
3496,1172,5.0
3502,2762,5.0
3513,2762,5.0
3515,1172,5.0
3517,953,5.0
3520,953,5.0
3520,1172,5.0
3520,1302,5.0
3528,899,5.0
3529,1172,5.0
3529,4995,5.0
3530,2762,5.0
3530,4995,5.0
3530,5952,5.0
3533,1302,5.0
3534,2762,5.0
3536,2762,5.0
3537,899,5.0
3540,953,5.0
3540,2762,5.0
3543,5952,5.0
3547,899,5.0
3550,899,5.0
3550,1302,5.0
3555,5952,5.0
3569,5952,5.0
3571,5952,5.0
3572,4995,5.0
3576,953,5.0
3578,2762,5.0
3580,1302,5.0
3587,5952,5.0
3589,5952,5.0
3597,2762,5.0
3610,5952,5.0
3614,5952,5.0
3615,5952,5.0
3615,91529,5.0
3616,2762,5.0
3617,1172,5.0
3625,953,5.0
3629,2762,5.0
3634,2762,5.0
3637,2762,5.0
3648,5952,5.0
3650,5952,5.0
3651,953,5.0
3651,2762,5.0
3651,5952,5.0
3653,2762,5.0
3653,4995,5.0
3659,953,5.0
3664,5952,5.0
3667,5952,5.0
3671,2762,5.0
3681,1172,5.0
3693,4995,5.0
3695,2762,5.0
3699,2762,5.0
3700,899,5.0
3700,1172,5.0
3700,3095,5.0
3704,1172,5.0
3704,2762,5.0
3704,4995,5.0
3704,5952,5.0
3716,953,5.0
3719,4995,5.0
3724,1172,5.0
3724,2762,5.0
3729,1172,5.0
3732,3095,5.0
3740,953,5.0
3741,5952,5.0
3741,91529,5.0
3743,2762,5.0
3745,899,5.0
3747,1302,5.0
3758,5952,5.0
3760,899,5.0
3760,4995,5.0
3763,2762,5.0
3768,1172,5.0
3768,1302,5.0
3768,2762,5.0
3777,2762,5.0
3779,2762,5.0
3787,5952,5.0
3792,2762,5.0
3797,4995,5.0
3800,953,5.0
3800,1172,5.0
3800,3095,5.0
3815,5952,5.0
3821,5952,5.0
3834,899,5.0
3842,899,5.0
3858,899,5.0
3859,899,5.0
3863,1172,5.0
3864,5952,5.0
3868,2762,5.0
3870,1172,5.0
3881,5952,5.0
3884,5952,5.0
3885,2762,5.0
3890,1172,5.0
3891,2762,5.0
3892,1172,5.0
3897,2762,5.0
3899,953,5.0
3899,1302,5.0
3923,1302,5.0
3927,899,5.0
3927,953,5.0
3928,5952,5.0
3937,953,5.0
3942,4995,5.0
3948,4995,5.0
3951,1302,5.0
3956,2762,5.0
3957,5952,5.0
3958,2762,5.0
3968,2762,5.0
3968,4995,5.0
3976,953,5.0
3976,2762,5.0
3982,953,5.0
3985,4995,5.0
3985,5952,5.0
3986,1172,5.0
3986,1302,5.0
3986,2762,5.0
3986,5952,5.0
3987,5952,5.0
3989,2762,5.0
3993,953,5.0
3994,91529,5.0
3996,5952,5.0
4001,5952,5.0
4002,4995,5.0
4003,953,5.0
4005,953,5.0
4005,2762,5.0
4016,5952,5.0
4018,953,5.0
4022,5952,5.0
4028,4995,5.0
4035,2762,5.0
4035,5952,5.0
4040,3095,5.0
4044,953,5.0
4048,2762,5.0
4056,5952,5.0
4063,5952,5.0
4063,91529,5.0
4066,953,5.0
4067,953,5.0
4071,5952,5.0
4075,2762,5.0
4079,5952,5.0
4080,953,5.0
4080,1172,5.0
4080,2762,5.0
4083,1302,5.0
4083,2762,5.0
4083,4995,5.0
4084,953,5.0
4084,1172,5.0
4084,3095,5.0
4087,1172,5.0
4087,4995,5.0
4087,5952,5.0
4089,2762,5.0
4091,91529,5.0
4092,2762,5.0
4098,2762,5.0
4108,5952,5.0
4118,5952,5.0
4125,4995,5.0
4127,1302,5.0
4129,5952,5.0
4132,1172,5.0
4135,2762,5.0
4136,2762,5.0
4144,91529,5.0
4150,899,5.0
4150,953,5.0
4150,1302,5.0
4153,1172,5.0
4156,2762,5.0
4156,4995,5.0
4157,2762,5.0
4164,5952,5.0
4165,4995,5.0
4169,2762,5.0
4172,899,5.0
4172,953,5.0
4172,2762,5.0
4174,4995,5.0
4181,5952,5.0
4184,1172,5.0
4191,1172,5.0
4191,3095,5.0
4195,5952,5.0
4196,2762,5.0
4205,2762,5.0
4215,953,5.0
4215,1172,5.0
4215,2762,5.0
4215,4995,5.0
4222,899,5.0
4222,953,5.0
4222,1172,5.0
4222,2762,5.0
4222,3095,5.0
4222,4995,5.0
4222,5952,5.0
4224,4995,5.0
4224,5952,5.0
4225,1172,5.0
4235,4995,5.0
4242,1172,5.0
4243,899,5.0
4244,953,5.0
4246,953,5.0
4251,2762,5.0
4251,4995,5.0
4252,953,5.0
4252,2762,5.0
4252,4995,5.0
4257,4995,5.0
4262,2762,5.0
4266,2762,5.0
4272,4995,5.0
4272,5952,5.0
4290,2762,5.0
4292,4995,5.0
4295,899,5.0
4295,2762,5.0
4295,3095,5.0
4295,4995,5.0
4307,899,5.0
4307,953,5.0
4307,1172,5.0
4307,3095,5.0
4308,2762,5.0
4308,5952,5.0
4310,5952,5.0
4311,5952,5.0
4313,953,5.0
4313,1302,5.0
4316,4995,5.0
4321,2762,5.0
4324,953,5.0
4326,3095,5.0
4331,899,5.0
4331,953,5.0
4331,3095,5.0
4332,2762,5.0
4336,5952,5.0
4340,2762,5.0
4340,5952,5.0
4342,2762,5.0
4343,2762,5.0
4351,5952,5.0
4352,899,5.0
4353,899,5.0
4353,953,5.0
4353,2762,5.0
4353,4995,5.0
4358,899,5.0
4358,1302,5.0
4358,5952,5.0
4361,5952,5.0
4362,5952,5.0
4371,953,5.0
4373,2762,5.0
4373,4995,5.0
4375,2762,5.0
4384,2762,5.0
4388,2762,5.0
4394,899,5.0
4394,953,5.0
4394,1302,5.0
4402,899,5.0
4402,953,5.0
4403,2762,5.0
4411,91529,5.0
4417,2762,5.0
4417,5952,5.0
4423,2762,5.0
4423,3095,5.0
4429,4995,5.0
4450,953,5.0
4450,2762,5.0
4450,3095,5.0
4459,5952,5.0
4460,5952,5.0
4463,5952,5.0
4469,2762,5.0
4482,3095,5.0
4483,2762,5.0
4483,5952,5.0
4489,5952,5.0
4495,5952,5.0
4499,5952,5.0
4500,899,5.0
4500,953,5.0
4500,1302,5.0
4500,4995,5.0
4507,3095,5.0
4515,5952,5.0
4521,899,5.0
4526,899,5.0
4526,953,5.0
4526,1172,5.0
4526,2762,5.0
4526,3095,5.0
4531,953,5.0
4540,2762,5.0
4542,5952,5.0
4545,953,5.0
4548,953,5.0
4549,899,5.0
4549,953,5.0
4549,1302,5.0
4551,899,5.0
4557,2762,5.0
4562,953,5.0
4562,5952,5.0
4565,953,5.0
4571,5952,5.0
4580,2762,5.0
4581,5952,5.0
4587,5952,5.0
4587,91529,5.0
4594,899,5.0
4594,953,5.0
4594,1172,5.0
4594,1302,5.0
4594,2762,5.0
4594,4995,5.0
4594,5952,5.0
4598,5952,5.0
4599,1302,5.0
4599,2762,5.0
4600,2762,5.0
4600,5952,5.0
4607,2762,5.0
4608,953,5.0
4612,1302,5.0
4618,2762,5.0
4621,5952,5.0
4627,2762,5.0
4627,5952,5.0
4638,2762,5.0
4643,2762,5.0
4648,899,5.0
4648,953,5.0
4648,3095,5.0
4649,899,5.0
4649,1172,5.0
4651,4995,5.0
4653,2762,5.0
4655,5952,5.0
4660,5952,5.0
4674,953,5.0
4677,5952,5.0
4685,2762,5.0
4691,2762,5.0
4691,5952,5.0
4696,953,5.0
4696,1172,5.0
4696,1302,5.0
4696,2762,5.0
4696,3095,5.0
4696,4995,5.0
4696,5952,5.0
4699,2762,5.0
4700,953,5.0
4701,2762,5.0
4707,899,5.0
4726,2762,5.0
4734,5952,5.0
4746,5952,5.0
4752,5952,5.0
4758,1172,5.0
4759,1172,5.0
4760,953,5.0
4760,4995,5.0
4765,953,5.0
4765,1172,5.0
4775,2762,5.0
4776,2762,5.0
4779,5952,5.0
4784,2762,5.0
4792,2762,5.0
4793,5952,5.0
4795,2762,5.0
4795,3095,5.0
4802,2762,5.0
4802,4995,5.0
4805,2762,5.0
4809,953,5.0
4809,1172,5.0
4811,5952,5.0
4817,2762,5.0
4827,2762,5.0
4847,2762,5.0
4847,4995,5.0
4851,4995,5.0
4853,5952,5.0
4855,91529,5.0
4864,953,5.0
4864,1172,5.0
4868,953,5.0
4868,5952,5.0
4870,2762,5.0
4872,2762,5.0
4878,2762,5.0
4879,5952,5.0
4884,899,5.0
4884,953,5.0
4898,5952,5.0
4900,5952,5.0
4910,4995,5.0
4910,91529,5.0
4912,5952,5.0
4914,953,5.0
4914,1302,5.0
4923,5952,5.0
4933,899,5.0
4937,953,5.0
4937,5952,5.0
4943,1302,5.0
4951,953,5.0
4952,953,5.0
4959,899,5.0
4964,2762,5.0
4970,953,5.0
4970,1302,5.0
4982,1172,5.0
4982,3095,5.0
4986,953,5.0
4991,953,5.0
4991,2762,5.0
4995,2762,5.0
5003,2762,5.0
5004,4995,5.0
5005,2762,5.0
5005,4995,5.0
5007,1172,5.0
5008,2762,5.0
5009,899,5.0
5032,4995,5.0
